$k_{Matérn}$,1,2,3,4,5,6,7,8,9,10
$\nu=0.5$,-141.79,-141.42,-140.07,-141.21,-139.37,-140.29,-141.55,-141.08,-141.46,-140.93
$\nu=1.5$,-141.79,-141.4,-139.77,-140.93,-139.05,-140.01,-141.32,-141.07,-141.46,-140.93
$\nu=2.5$,-141.79,-141.38,-139.69,-140.88,-138.92,-139.92,-141.25,-141.06,-141.46,-140.93
$\nu=\infty$,-141.78,-141.35,-139.52,-140.82,-138.75,-139.78,-141.17,-141.0,-141.46,-140.93
