$k_{Matérn}$,1,2,3,4,5,6,7,8,9,10,11
$\nu=0.5$,-127.51,-108.97,-114.85,-117.26,-127.68,-127.74,-123.78,-112.13,-121.78,-108.76,-111.74
$\nu=1.5$,-127.2,-108.19,-114.21,-116.85,-127.63,-127.73,-124.18,-112.09,-122.36,-107.93,-111.2
$\nu=2.5$,-127.14,-107.89,-114.13,-116.66,-127.61,-127.73,-124.27,-112.19,-122.38,-107.63,-111.07
$\nu=\infty$,-127.05,-107.49,-113.88,-116.43,-127.55,-127.72,-124.22,-112.43,-122.39,-107.23,-110.94
