$k_{Matérn}$,1,2,3,4,5,6,7,8,9,10,11
$\nu=0.5$,32.49,30.79,35.42,31.95,32.19,31.47,30.34,31.77,29.91,32.97,27.67
$\nu=1.5$,32.47,30.5,35.42,32.4,32.17,31.43,30.34,31.77,29.76,32.97,29.32
$\nu=2.5$,32.46,30.42,35.42,32.3,32.17,31.43,30.34,31.77,29.76,32.97,29.9
$\nu=\infty$,32.45,30.3,35.42,31.95,32.16,31.42,30.34,31.22,29.76,32.97,30.66
