$k_{Matérn}$,1,2,3,4,5,6,7,8,9,10,11
$\nu=0.5$,9.08,9.32,10.22,9.22,9.31,9.3,9.17,9.67,9.37,9.85,9.13
$\nu=1.5$,9.09,9.35,10.22,9.35,9.31,9.62,9.27,9.75,9.37,9.85,9.12
$\nu=2.5$,9.08,9.35,10.22,9.24,9.31,9.62,9.27,9.75,9.37,9.85,9.11
$\nu=\infty$,9.05,9.34,10.22,9.25,9.31,9.62,9.22,9.75,9.52,9.85,9.08
