$k_{Matérn}$,1,2,3,4,5,6,7,8,9,10,11
$\nu=0.5$,9.5,8.97,9.43,8.6,8.75,9.18,9.5,9.67,8.16,9.15,8.92
$\nu=1.5$,10.2,8.97,9.43,8.61,8.75,7.37,10.0,9.67,8.16,8.92,8.92
$\nu=2.5$,9.84,8.97,9.43,8.61,8.75,8.47,9.81,9.67,8.17,9.11,8.92
$\nu=\infty$,9.49,8.96,9.43,8.61,8.75,8.77,10.35,9.16,8.16,35.49,8.92
