$k_{Matérn}$,1,2,3,4,5,6,7,8,9,10
$\nu=0.5$,-1.84,-1.56,-2.28,-1.76,-1.8,-1.65,-1.66,-1.83,-1.47,-1.92
$\nu=1.5$,-1.84,-1.51,-2.28,-1.82,-1.79,-1.65,-1.66,-1.83,-1.4,-1.91
$\nu=2.5$,-1.84,-1.5,-2.28,-1.81,-1.79,-1.65,-1.66,-1.83,-1.39,-1.91
$\nu=\infty$,-1.83,-1.48,-2.28,-1.76,-1.79,-1.65,-1.66,-1.83,-1.37,-1.91
