$k_{Matérn}$,1,2,3,4,5,6,7,8,9,10
$\nu=0.5$,-0.4,-0.46,-0.99,-0.48,-0.47,-0.56,-0.43,-0.68,-0.53,-0.77
$\nu=1.5$,-0.4,-0.47,-1.09,-0.48,-0.47,-0.62,-0.43,-0.68,-0.52,-0.77
$\nu=2.5$,-0.39,-0.47,-0.93,-0.59,-0.47,-0.62,-0.43,-0.67,-0.52,-0.77
$\nu=\infty$,-0.38,-0.47,-0.93,-0.49,-0.46,-0.62,-0.43,-0.68,-0.57,-0.77
