$k_{Matérn}$,1,2,3,4,5,6,7,8,9,10,11
$\nu=0.5$,-1.81,-1.04,-1.48,-1.1,-1.8,-1.72,-1.53,-1.41,-1.45,-1.25,-1.04
$\nu=1.5$,-1.8,-1.12,-1.45,-1.14,-1.79,-1.72,-1.49,-1.43,-1.37,-1.21,-1.07
$\nu=2.5$,-1.8,-1.13,-1.44,-1.14,-1.79,-1.72,-1.49,-1.45,-1.36,-1.21,-1.08
$\nu=\infty$,-1.8,-1.13,-1.45,-1.15,-1.79,-1.72,-1.5,-1.47,-1.35,-1.21,-1.1
