$k_{Matérn}$,1,2,3,4,5,6,7,8,9,10,11
$\nu=0.5$,-0.38,-0.47,-0.92,-0.49,-0.46,-0.54,-0.4,-0.69,-0.52,-0.61,-0.38
$\nu=1.5$,-0.38,-0.48,-0.92,-0.51,-0.46,-0.58,-0.4,-0.71,-0.52,-0.61,-0.38
$\nu=2.5$,-0.38,-0.48,-0.92,-0.49,-0.46,-0.58,-0.4,-0.71,-0.52,-0.61,-0.37
$\nu=\infty$,-0.37,-0.48,-0.92,-0.49,-0.46,-0.58,-0.4,-0.71,-0.56,-0.61,-0.37
