$k_{Matérn}$,1,2,3,4,5,6,7,8,9,10
$\nu=0.5$,-0.75,-0.56,-0.65,-0.48,-0.53,-0.55,-0.8,-0.86,-0.38,-0.76
$\nu=1.5$,-1.3,-0.56,-0.65,-0.48,-0.53,-0.08,-0.93,-0.86,-0.38,-0.73
$\nu=2.5$,-0.97,-0.56,-0.65,-0.48,-0.52,-0.42,-0.87,-0.86,-0.38,-0.75
$\nu=\infty$,-0.75,-0.56,-0.65,-0.49,-0.52,-0.69,-1.05,-0.7,-0.38,-53.88
