$k_{Matérn}$,1,2,3,4,5,6,7,8,9,10
$\nu=0.5$,-1.8,-1.51,-2.33,-1.71,-1.75,-1.62,-1.44,-1.68,-1.37,-1.88
$\nu=1.5$,-1.79,-1.46,-2.33,-1.78,-1.74,-1.62,-1.44,-1.68,-1.35,-1.88
$\nu=2.5$,-1.79,-1.45,-2.33,-1.77,-1.74,-1.62,-1.44,-1.68,-1.35,-1.88
$\nu=\infty$,-1.79,-1.43,-2.33,-1.71,-1.74,-1.62,-1.44,-1.58,-1.35,-1.88
