$k_{Matérn}$,1,2,3,4,5,6,7,8,9,10
$\nu=0.5$,-0.53,-0.56,-0.64,-0.52,-0.59,-0.62,-0.51,-0.53,-0.59,-0.61
$\nu=1.5$,-0.53,-0.56,-0.64,-0.53,-0.61,-0.62,-0.51,-0.53,-0.59,-0.61
$\nu=2.5$,-0.53,-0.56,-0.64,-0.54,-0.62,-0.63,-0.51,-0.53,-0.59,-0.61
$\nu=\infty$,-0.53,-0.54,-0.64,-0.55,-0.64,-0.63,-0.51,-0.5,-0.59,-0.61
