$k_{Matérn}$,1,2,3,4,5,6,7,8,9,10,11
$\nu=0.5$,-1.79,-1.06,-1.53,-1.1,-1.74,-1.68,-1.45,-1.51,-1.39,-1.22,-1.06
$\nu=1.5$,-1.78,-1.14,-1.48,-1.15,-1.74,-1.68,-1.43,-1.55,-1.41,-1.19,-1.1
$\nu=2.5$,-1.79,-1.14,-1.47,-1.15,-1.74,-1.67,-1.43,-1.56,-1.3,-1.19,-1.11
$\nu=\infty$,-1.8,-1.13,-1.47,-1.15,-1.74,-1.67,-1.45,-1.58,-1.29,-1.19,-1.13
