$k_{Matérn}$,1,2,3,4,5,6,7,8,9,10
$\nu=0.5$,-0.37,-0.4,-0.43,-0.35,-0.42,-0.45,-0.32,-0.3,-0.42,-0.45
$\nu=1.5$,-0.37,-0.4,-0.43,-0.37,-0.44,-0.46,-0.32,-0.29,-0.42,-0.45
$\nu=2.5$,-0.37,-0.39,-0.43,-0.37,-0.44,-0.47,-0.32,-0.29,-0.42,-0.45
$\nu=\infty$,-0.37,-0.28,-0.44,-0.38,-0.46,-0.48,-0.31,-0.29,-0.42,-0.45
